Identificação;Mês;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
1125;Fevereiro;HELANCA 100% POLIESTER - AZUL ROYAL;KG;540,59;17,282;9.342,53;31,25;16.893,60;44,7
1129;Fevereiro;HELANCA 100% POLIESTER - BRANCA;KG;123,89;17,8699;2.213,91;32,71;4.052,57;45,37
1580;Fevereiro;HELANCA 100% POLIESTER - CHUMBO;KG;63,41;19,4712;1.234,67;31,71;2.010,45;38,59
1253;Fevereiro;HELANCA 100% POLIESTER - LARANJA;KG;30,855;20,5302;633,46;30,28;934,19;32,19
1633;Fevereiro;HELANCA 100% POLIESTER - MARROM;KG;1;21,9;21,9;38,5;38,5;43,12
1248;Fevereiro;HELANCA 100% POLIESTER - PRETO;KG;189,5;20,61;3.905,60;31,2;5.911,69;33,93
1249;Fevereiro;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;70,31;17,0601;1.199,50;32,61;2.293,03;47,69
1343;Fevereiro;HELANCA 100% POLIESTER - VERDE MUSGO;KG;1;18,98;18,98;38,5;38,5;50,7
1130;Fevereiro;HELANCA 100% POLIESTER - VERMELHO;KG;92,17;21,3599;1.968,75;33,67;3.103,49;36,56
1543;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;55,28;24,8303;1.372,62;39,3;2.172,42;36,82
1502;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;4,12;26,182;107,87;41,18;169,65;36,42
1146;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;4316,645;19,7204;85.126,02;33,62;145.137,84;41,35
1529;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;38,49;28,9197;1.113,12;40,19;1.546,77;28,04
1530;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;28,99;22,8599;662,71;45,26;1.312,12;49,49
1573;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;32,36;20,8198;673,73;40,02;1.295,14;47,98
1577;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;17,24;26,1803;451,35;43,35;747,28;39,6
1565;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;42,95;19,0384;817,7;39,07;1.677,88;51,27
1501;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;375,34;21,4242;8.041,36;37,91;14.230,26;43,49
1156;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;135,29;20,8699;2.823,50;36,35;4.918,40;42,59
1500;Fevereiro;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;71,72;22,0436;1.580,97;37,77;2.709,00;41,64
1570;Fevereiro;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;153,13;18,1651;2.781,63;35,35;5.412,42;48,61
1568;Fevereiro;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;366,97;18,4753;6.779,89;31,46;11.545,46;41,28
1571;Fevereiro;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;265,44;16,9397;4.496,50;34,06;9.041,55;50,27
1567;Fevereiro;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;591,62;21,37;12.642,92;32,27;19.090,82;33,77
1588;Fevereiro;MEIA MALHA 100% POLIESTER - BEGE;KG;35,26;20,0601;707,32;31,15;1.098,35;35,6
1312;Fevereiro;MEIA MALHA 100% POLIESTER - BRANCA;KG;3068,16;16,2174;49.757,77;30,21;92.685,86;46,32
1572;Fevereiro;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;177,95;17,1937;3.059,62;32,59;5.798,63;47,24
1566;Fevereiro;MEIA MALHA 100% POLIESTER - FERRARI;KG;155,42;19,0544;2.961,45;32,92;5.117,18;42,13
1596;Fevereiro;MEIA MALHA 100% POLIESTER - LARANJA;KG;130,65;21,37;2.792,00;34,45;4.501,39;37,97
1589;Fevereiro;MEIA MALHA 100% POLIESTER - PEROLA;KG;98,28;16,6199;1.633,41;30,9;3.037,20;46,22
1587;Fevereiro;MEIA MALHA 100% POLIESTER - PETROLEO;KG;149,77;20,4799;3.067,28;31,77;4.757,89;35,53
1579;Fevereiro;MEIA MALHA 100% POLIESTER - PINK;KG;14,85;21,1898;314,67;34,79;516,67;39,1
1563;Fevereiro;MEIA MALHA 100% POLIESTER - PRETO;KG;500,82;19,9401;9.986,42;33,11;16.580,66;39,77
1646;Fevereiro;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;17,25;16,64;287,04;37,79;651,8;55,96
1578;Fevereiro;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;291,52;22,0461;6.426,90;36,1;10.523,80;38,93
23;Fevereiro;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;72,7;26,77;1.946,18;46,79;3.401,98;42,79
16;Fevereiro;M/M 100% ALGODAO PENTEADA - AZUL ROYAL;KG;1,15;26,426;30,39;47,95;55,14;44,89
1326;Fevereiro;M/M 100% ALGODAO PENTEADA - BRANCO;KG;56,67;23,5401;1.334,02;41,9;2.374,36;43,82
179;Fevereiro;M/M 100% ALGODAO PENTEADA - PRETA;KG;133,42;26,8301;3.579,68;47,68;6.361,08;43,73
1551;Fevereiro;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;31,3;26,59;832,27;42,02;1.315,25;36,72
1475;Fevereiro;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;38,265;27,9001;1.067,60;48,95;1.873,17;43,01
1465;Fevereiro;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;260,02;24,822;6.454,24;48,02;12.486,82;48,31
1491;Fevereiro;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;65,35;29,6299;1.936,32;50,86;3.323,56;41,74
1522;Fevereiro;M/M PIQUET 50%POL/50%ALG - BEGE;KG;26,2;18,9797;497,27;49,64;1.300,47;61,76
172;Fevereiro;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;701,4;21,262;14.913,21;43,06;30.201,75;50,62
1520;Fevereiro;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;62,63;26,5101;1.660,33;50,39;3.156,02;47,39
1519;Fevereiro;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;1,2;22,5083;27,01;49,67;59,6;54,68
42;Fevereiro;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;54,14;32,6516;1.767,76;50,41;2.729,17;35,23
1470;Fevereiro;M/M PIQUET 50%POL/50%ALG - PRETO;KG;144,09;23,7902;3.427,94;47,95;6.909,64;50,39
1521;Fevereiro;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;395,41;28,8099;11.391,75;46,61;18.431,34;38,19
1473;Fevereiro;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;136,98;27,59;3.779,28;52,81;7.233,73;47,75
1464;Fevereiro;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;79;27,54;2.175,66;47,67;3.766,18;42,23
1602;Fevereiro;M/M PIQUET 50%POL/50%ALG - VINHO;KG;8,04;28,5708;229,71;54,12;435,11;47,21
1659;Fevereiro;M/M PIQUET 65%POLI. 35%VISC - CZ PRATA;KG;12,3;26,3593;324,22;49,89;613,63;47,16
1552;Fevereiro;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;885,411;22,65;20.054,59;39,75;35.195,09;43,02
1621;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - AM CANARIO;KG;157,67;25,4602;4.014,31;40,26;6.348,26;36,77
1628;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - AM OURO;KG;238,23;20,2286;4.819,07;38,86;9.258,16;47,95
1607;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO;KG;2739,3;22,353;61.231,67;39,14;107.226,38;42,89
1645;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE;KG;25,18;22,8899;576,37;40,42;1.017,76;43,37
1606;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;1836,37;21,9406;40.291,15;39,41;72.376,87;44,33
1631;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - BANDEIRA;KG;1070,32;27,7927;29.747,16;40,79;43.659,15;31,87
1612;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;174,42;25,0403;4.367,54;40,3;7.028,36;37,86
1544;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;4749,55;20,9567;99.535,02;32,26;153.206,41;35,03
1644;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;184,09;20,75;3.819,88;34,77;6.401,65;40,33
1632;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;31,33;20,2097;633,17;43,08;1.349,60;53,08
1629;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;605,69;21,1717;12.823,52;38,74;23.462,53;45,34
1662;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;407,44;23,45;9.554,47;34,87;14.207,26;32,75
1617;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;185,41;21,39;3.965,92;39,3;7.286,97;45,58
1627;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;59,34;22,1199;1.312,60;40,88;2.425,77;45,89
1610;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;413,32;22,2032;9.177,03;38,99;16.115,73;43,06
1635;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;950,87;22,6851;21.570,66;39,59;37.640,94;42,69
1622;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;299,45;23,78;7.120,94;37,97;11.368,81;37,36
1615;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;610,04;21,5793;13.164,28;39,38;24.021,05;45,2
1643;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;107,25;25,3801;2.722,02;35,86;3.845,86;29,22
1634;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;516,59;20,0867;10.376,59;37,71;19.478,58;46,73
1641;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;58,38;24,4003;1.424,49;39,88;2.328,42;38,82
1619;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;189,7;21,6198;4.101,29;39,86;7.562,30;45,77
1616;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;206,8;24,37;5.039,73;41,93;8.670,36;41,87
1609;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;1792,7;22,7047;40.702,88;39,72;71.209,31;42,84
1625;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;187,32;21,7501;4.074,24;38,73;7.254,13;43,84
1611;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;1525,49;25,7715;39.314,30;37,24;56.814,02;30,8
1626;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;251,15;24,59;6.175,80;36,32;9.120,61;32,29
1623;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;558,62;21,94;12.256,15;38,88;21.717,98;43,57
1624;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;136,79;22,8779;3.129,47;39,02;5.337,78;41,37
1608;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;347,96;22,0899;7.686,41;39,43;13.719,15;43,97
1620;Fevereiro;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;206,67;23,8312;4.925,20;37,94;7.840,51;37,18
842;Fevereiro;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;1000,53;20,5207;20.531,65;38,57;38.589,05;46,79
1494;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;499;0,5797;289,29;2,32;1.158,60;75,03
1007;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;58;0,66;38,28;2,36;136,6;71,98
1004;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;100;0,5489;54,89;2,39;239;77,03
1557;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;29;0,61;17,69;2,42;70,1;74,76
1006;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;20;0,73;14,6;2,3;46;68,26
1558;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;20;0,57;11,4;2,3;46;75,22
1492;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;382;0,75;286,5;2,24;854,8;66,48
1541;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;110;0,57;62,7;2,16;237,8;73,63
1549;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;271;0,6893;186,82;2,39;649;71,21
1493;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;31;0,64;19,84;2,5;77,5;74,4
1604;Fevereiro;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;7;0,63;4,41;2,3;16,1;72,61
1650;Fevereiro;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;4,71;27,5796;129,9;48,85;230,08;43,54
295;Fevereiro;PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL;KG;0,2;25,6;5,12;50,95;10,19;49,75
282;Fevereiro;PUNHO M/M 98% ALG 2% ELAST - BRANCO;KG;2,3;25,5304;58,72;49,04;112,8;47,94
1225;Fevereiro;PUNHO M/M 98% ALG 2% ELAST - PRETO;KG;5,3;28,8226;152,76;50,24;266,26;42,63
1554;Fevereiro;PUNHO PV RETILINEO - MESCLA;PC;3374;0,54;1.821,96;2,3;7.760,70;76,52
1293;Fevereiro;RIBANA PV 65%P / 35%V - AMARELO CANARIO;KG;19,52;26,1793;511,02;47,69;930,89;45,1
1098;Fevereiro;RIBANA PV 65%P / 35%V - AMARELO OURO;KG;12,37;27,8132;344,05;47,14;583,09;41
122;Fevereiro;RIBANA PV 65%P / 35%V - AZUL MARINHO;KG;114,97;28,7542;3.305,88;47,71;5.485,50;39,73
1298;Fevereiro;RIBANA PV 65%P / 35%V - AZUL MOTORISTA;KG;18,64;27,2811;508,52;47,67;888,51;42,77
120;Fevereiro;RIBANA PV 65%P / 35%V - AZUL ROYAL;KG;96,75;28,9991;2.805,67;47,71;4.616,26;39,22
1630;Fevereiro;RIBANA PV 65%P / 35%V - BEGE AREIA;KG;1,07;26,0654;27,89;49,93;53,42;47,79
114;Fevereiro;RIBANA PV 65%P / 35%V - BRANCO;KG;97,02;25,9159;2.514,37;47,98;4.654,73;45,98
1595;Fevereiro;RIBANA PV 65%P / 35%V - CAQUI;KG;12,3;26,3894;324,59;47;578,1;43,85
1593;Fevereiro;RIBANA PV 65%P / 35%V - CELESTE;KG;3,465;26,9639;93,43;49,13;170,23;45,12
1507;Fevereiro;RIBANA PV 65%P / 35%V - CINZA CHUMBO;KG;14,68;28,6069;419,95;47,15;692,1;39,32
1408;Fevereiro;RIBANA PV 65%P / 35%V - CINZA PRATA;KG;1,15;26,8;30,82;47,58;54,72;43,68
123;Fevereiro;RIBANA PV 65%P / 35%V - CZ FORTE;KG;12,2;28,5;347,7;45;549;36,67
1591;Fevereiro;RIBANA PV 65%P / 35%V - ESMERALDA;KG;0,22;28,8181;6,34;45;9,9;35,96
1498;Fevereiro;RIBANA PV 65%P / 35%V - FERRARI;KG;38,04;28,8433;1.097,20;47,88;1.821,51;39,76
1586;Fevereiro;RIBANA PV 65%P / 35%V - GRAFITE;KG;8,27;29,7908;246,37;48,41;400,38;38,47
1499;Fevereiro;RIBANA PV 65%P / 35%V - JADE;KG;14,05;28,8291;405,05;46,57;654,34;38,1
1186;Fevereiro;RIBANA PV 65%P / 35%V - LARANJA;KG;24,35;29,2513;712,27;45,22;1.101,15;35,32
1441;Fevereiro;RIBANA PV 65%P / 35%V - MARROM;KG;3,3;27,3575;90,28;43,49;143,51;37,09
177;Fevereiro;RIBANA PV 65%P / 35%V - MESCLA;KG;22,33;20,9601;468,04;47,55;1.061,70;55,92
917;Fevereiro;RIBANA PV 65%P / 35%V - PEROLA;KG;1,1;25,5363;28,09;47;51,7;45,67
1374;Fevereiro;RIBANA PV 65%P / 35%V - PETROLEO;KG;15,75;28,3403;446,36;48,42;762,56;41,47
1247;Fevereiro;RIBANA PV 65%P / 35%V - PINK;KG;4,53;27,6887;125,43;48,43;219,38;42,83
124;Fevereiro;RIBANA PV 65%P / 35%V - PRETO;KG;82,45;28,5368;2.352,86;47,29;3.899,38;39,66
1295;Fevereiro;RIBANA PV 65%P / 35%V - ROXO;KG;3,9;28,4692;111,03;46,87;182,78;39,25
121;Fevereiro;RIBANA PV 65%P / 35%V - VERDE AGUA;KG;1,75;26,9314;47,13;48,27;84,47;44,21
237;Fevereiro;RIBANA PV 65%P / 35%V - VERDE BANDEIRA;KG;8,12;30,4495;247,25;48,02;389,91;36,59
1506;Fevereiro;RIBANA PV 65%P / 35%V - VERDE FOLHA;KG;70,94;32,0226;2.271,69;47,48;3.368,28;32,56
951;Fevereiro;RIBANA PV 65%P / 35%V - VERDE LIMAO;KG;4,775;27,9099;133,27;49,35;235,65;43,45
1286;Fevereiro;RIBANA PV 65%P / 35%V - VERDE MUSGO;KG;21,52;29,0195;624,5;46,85;1.008,28;38,06
118;Fevereiro;RIBANA PV 65%P / 35%V - VERMELHO;KG;9,27;28,8101;267,07;48,08;445,73;40,08
1301;Fevereiro;RIBANA PV 65%P / 35%V - VINHO;KG;2,84;28,8521;81,94;47,04;133,59;38,66
1455;Fevereiro;TACTEL - 100% POLIESTER - AZUL NOITE;MT;1;4,02;4,02;12,5;12,5;67,84
1467;Março;GOLA AD. 50%ALG/50%POLI - AZUL MARINHO;PC;1493,3;0,7999;1.194,60;2,29;3.424,39;65,11
1476;Março;GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA;PC;61;0,85;51,85;2,38;145,3;64,32
1002;Março;GOLA AD. 50%ALG/50%POLI - AZUL ROYAL;PC;458;0,84;384,72;2,37;1.083,70;64,5
1527;Março;GOLA AD. 50%ALG/50%POLI - BEGE;PC;10;0,74;7,4;2,2;22;66,36
996;Março;GOLA AD. 50%ALG/50%POLI - BRANCO;PC;1012;0,6679;676;2,4;2.432,10;72,21
1528;Março;GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO;PC;300;0,7234;217,04;2,34;701,9;69,08
1524;Março;GOLA AD. 50%ALG/50%POLI - CINZA PRATA;PC;169;0,74;125,06;2,31;390,9;68,01
1001;Março;GOLA AD. 50%ALG/50%POLI - GRAFITE;PC;179;0,79;141,41;2,35;421,1;66,42
1471;Março;GOLA AD. 50%ALG/50%POLI - PRETO;PC;921;0,89;819,69;2,32;2.141,00;61,71
1526;Março;GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA;PC;119;0,8584;102,16;2,4;285,7;64,24
1474;Março;GOLA AD. 50%ALG/50%POLI - VERDE MUSGO;PC;306;0,8;244,8;2,33;714,4;65,73
1466;Março;GOLA AD. 50%ALG/50%POLI - VERMELHO;PC;432;0,8368;361,54;4,52;1.951,70;81,48
1603;Março;GOLA AD. 50%ALG/50%POLI - VINHO;PC;133;0,92;122,36;2,26;300,6;59,29
1574;Março;GOLA AD.65%POLI / 35%VISC - AM CANARIO;PC;122;0,88;107,36;2,29;279,9;61,64
1545;Março;GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA;PC;62;0,81;50,22;2,41;149,5;66,41
1559;Março;GOLA AD.65%POLI / 35%VISC - AZUL BEBE;PC;48;0,84;40,32;2,4;115,2;65
1537;Março;GOLA AD.65%POLI / 35%VISC - AZUL MARINHO;PC;886;0,841;745,16;2,36;2.089,40;64,34
1536;Março;GOLA AD.65%POLI / 35%VISC - AZUL ROYAL;PC;999;0,9417;940,84;2,33;2.324,20;59,52
1582;Março;GOLA AD.65%POLI / 35%VISC - BEGE;PC;3;0,6;1,8;2,3;6,9;73,91
1534;Março;GOLA AD.65%POLI / 35%VISC - BRANCO;PC;279;0,76;212,04;2,33;651,3;67,44
1652;Março;GOLA AD.65%POLI / 35%VISC - CAQUI;PC;204;0,83;169,32;2,2;448,8;62,27
1648;Março;GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO;PC;513;0,79;405,27;2,34;1.200,80;66,25
1678;Março;GOLA AD.65%POLI / 35%VISC - CINZA FORTE;PC;20;0,91;18,2;2,3;46;60,43
1576;Março;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;84;0,86;72,24;2,36;198,3;63,57
1601;Março;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;283;0,93;263,19;2,36;669;60,66
1649;Março;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;247;0,92;227,24;2,27;560,8;59,48
1584;Março;GOLA AD.65%POLI / 35%VISC - JADE;PC;148;0,89;131,72;2,5;370;64,4
1651;Março;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;166;0,85;141,1;2,38;395,9;64,36
1553;Março;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;10162;0,7451;7.572,31;2,23;22.652,55;66,57
1583;Março;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;194;0,9;174,6;2,28;442,1;60,51
1535;Março;GOLA AD.65%POLI / 35%VISC - PRETO;PC;785;0,9125;716,37;2,43;1.906,10;62,42
1539;Março;GOLA AD.65%POLI / 35%VISC - VD BANDEIRA;PC;3610;0,94;3.393,40;2,15;7.761,50;56,28
1581;Março;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;1026;0,9507;975,51;2,38;2.441,00;60,04
1555;Março;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;702;0,85;596,75;2,35;1.652,50;63,89
1538;Março;GOLA AD.65%POLI / 35%VISC - VERMELHO;PC;72;0,88;63,36;2,41;173,2;63,42
1600;Março;GOLA AD.65%POLI / 35%VISC - VINHO;PC;38;1,11;42,18;2,43;92,4;54,35
1660;Março;GOLA PV RETILINEA  - CZ PRATA;PC;1662;0,8004;1.330,40;2,15;3.575,80;62,79
1251;Março;HELANCA 100% POLIESTER - AMARELO OURO;KG;7,45;17,71;131,94;37,94;282,69;53,33
1127;Março;HELANCA 100% POLIESTER - AZUL MARINHO;KG;914,71;16,9199;15.476,89;30,06;27.493,45;43,71
1125;Março;HELANCA 100% POLIESTER - AZUL ROYAL;KG;940,85;17,5506;16.512,51;30,38;28.583,09;42,23
1129;Março;HELANCA 100% POLIESTER - BRANCA;KG;51,72;16,964;877,38;32,68;1.690,26;48,09
1580;Março;HELANCA 100% POLIESTER - CHUMBO;KG;190,41;17,2;3.275,06;27,75;5.283,54;38,01
1253;Março;HELANCA 100% POLIESTER - LARANJA;KG;7,83;20,53;160,75;31,91;249,83;35,66
1633;Março;HELANCA 100% POLIESTER - MARROM;KG;0,75;21,9066;16,43;33;24,75;33,62
1248;Março;HELANCA 100% POLIESTER - PRETO;KG;167,64;20,5618;3.446,99;29,84;5.002,39;31,09
1249;Março;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;48,64;17,9399;872,6;31,85;1.549,25;43,68
1130;Março;HELANCA 100% POLIESTER - VERMELHO;KG;29,91;18,9401;566,5;34,24;1.024,05;44,68
1543;Março;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;105,85;20,54;2.174,16;37,13;3.929,98;44,68
1502;Março;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;114,15;26,1799;2.988,44;36,92;4.214,52;29,09
1146;Março;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;3784,855;18,3771;69.554,96;34,07;128.945,42;46,06
1529;Março;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;77,54;25,8921;2.007,68;37,75;2.927,47;31,42
1530;Março;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;149,27;21,7204;3.242,21;38,72;5.779,02;43,9
1573;Março;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;123,75;20,82;2.576,48;37,94;4.695,36;45,13
1577;Março;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;19,32;26,1806;505,81;46,28;894,21;43,43
1565;Março;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;55,49;18,8898;1.048,20;37,45;2.078,15;49,56
1501;Março;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;496,19;21,2423;10.540,24;38,18;18.944,16;44,36
1156;Março;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;270,77;20,7928;5.630,07;37,2;10.072,38;44,1
1500;Março;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;87,32;22,03;1.923,66;38,02;3.320,06;42,06
1570;Março;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;52,7;17,4499;919,61;38,85;2.047,62;55,09
1568;Março;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;812,845;18,9026;15.364,95;31,36;25.493,47;39,73
1571;Março;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;423,27;17,4526;7.387,17;33,26;14.077,24;47,52
1567;Março;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;1138,48;19,5896;22.302,45;32,91;37.468,80;40,48
1588;Março;MEIA MALHA 100% POLIESTER - BEGE;KG;193,65;19,1969;3.717,48;31,54;6.108,57;39,14
1312;Março;MEIA MALHA 100% POLIESTER - BRANCA;KG;2987,725;17,5539;52.446,28;30,09;89.898,40;41,66
1572;Março;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;99,45;17,6379;1.754,09;35,32;3.512,42;50,06
1566;Março;MEIA MALHA 100% POLIESTER - FERRARI;KG;243,86;20,04;4.886,96;32,73;7.980,98;38,77
1596;Março;MEIA MALHA 100% POLIESTER - LARANJA;KG;276,4;21,3615;5.904,32;33,11;9.150,48;35,48
1589;Março;MEIA MALHA 100% POLIESTER - PEROLA;KG;83,36;16,6199;1.385,44;32,04;2.670,48;48,12
1587;Março;MEIA MALHA 100% POLIESTER - PETROLEO;KG;117,34;21,7543;2.552,65;32,57;3.822,33;33,22
1579;Março;MEIA MALHA 100% POLIESTER - PINK;KG;27,54;21,1902;583,58;36,73;1.011,57;42,31
1563;Março;MEIA MALHA 100% POLIESTER - PRETO;KG;426,05;20,4481;8.711,93;32,84;13.991,64;37,73
1646;Março;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;38,68;16,6396;643,62;36,08;1.395,68;53,88
1578;Março;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;189,81;20,06;3.807,59;36,8;6.985,58;45,49
23;Março;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;26,34;26,7699;705,12;51,35;1.352,53;47,87
16;Março;M/M 100% ALGODAO PENTEADA - AZUL ROYAL;KG;16,64;26,429;439,78;47,64;792,69;44,52
1326;Março;M/M 100% ALGODAO PENTEADA - BRANCO;KG;102,37;23,54;2.409,80;42,03;4.303,05;44
179;Março;M/M 100% ALGODAO PENTEADA - PRETA;KG;114,89;26,6367;3.060,30;47,37;5.442,01;43,77
1551;Março;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;11,5;26,5913;305,8;42,71;491,15;37,74
1475;Março;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;30,04;27,9004;838,13;50,88;1.528,56;45,17
1465;Março;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;443,21;25,03;11.093,58;48,22;21.370,54;48,09
